,Article,Predictions,Labels,Logit_real(0),Logit_fake(1)
952,952,0,0,3.0861258506774902,-3.6798529624938965
953,953,0,0,3.4021987915039062,-3.873807191848755
954,954,0,0,3.5904321670532227,-4.0831685066223145
955,955,0,1,3.0064635276794434,-3.4747395515441895
956,956,0,1,0.5191868543624878,-0.5795921087265015
957,957,0,0,3.2692711353302,-3.6463093757629395
958,958,0,0,2.8854310512542725,-3.342777729034424
959,959,0,0,3.677253484725952,-4.344181060791016
960,960,0,0,3.8510892391204834,-4.512314319610596
961,961,0,0,3.8161404132843018,-4.477991104125977
962,962,0,0,2.4243524074554443,-2.663970470428467
963,963,0,0,2.1144845485687256,-2.2384250164031982
964,964,0,0,3.598176956176758,-4.154915809631348
965,965,0,0,3.778400421142578,-4.433909893035889
966,966,0,1,3.1364293098449707,-3.5577869415283203
967,967,0,0,3.938727855682373,-4.592637062072754
968,968,1,1,-2.205949068069458,2.5893054008483887
969,969,0,0,2.6504688262939453,-3.215738296508789
970,970,0,0,3.709627389907837,-4.347485065460205
971,971,0,0,3.7264111042022705,-4.418939590454102
972,972,1,1,-3.711759567260742,4.515284538269043
973,973,0,1,2.6680164337158203,-2.887890338897705
974,974,0,0,3.4894332885742188,-4.142736911773682
975,975,1,1,-3.247196912765503,3.858611822128296
976,976,1,0,-3.675386905670166,4.513086318969727
977,977,0,1,0.6124467849731445,-0.6252365112304688
978,978,0,0,0.8713390827178955,-0.9554676413536072
979,979,0,1,1.2883310317993164,-1.2662321329116821
980,980,0,0,3.2410387992858887,-3.711872100830078
981,981,1,1,-3.3440914154052734,3.964257001876831
982,982,0,0,3.7296252250671387,-4.367161750793457
983,983,0,0,4.048688888549805,-4.759673118591309
984,984,0,1,0.358681857585907,-0.34790900349617004
985,985,0,0,3.7835750579833984,-4.416205406188965
986,986,0,0,3.234058141708374,-3.6368722915649414
987,987,0,1,0.806137204170227,-0.7621200680732727
988,988,1,1,-1.655725121498108,1.9544676542282104
989,989,0,0,3.3983781337738037,-4.127569198608398
990,990,0,0,3.8030269145965576,-4.43956184387207
991,991,0,0,3.747951030731201,-4.378758907318115
992,992,1,1,-2.495363712310791,3.1215736865997314
993,993,0,0,3.624396324157715,-4.299037456512451
994,994,0,0,3.373035430908203,-4.0937957763671875
995,995,0,0,3.278520107269287,-3.7491722106933594
996,996,0,0,3.6182570457458496,-4.187378406524658
997,997,0,0,3.6881933212280273,-4.2230401039123535
998,998,0,0,3.316706657409668,-3.817904233932495
999,999,0,0,3.107790231704712,-3.3970961570739746
1000,1000,0,0,3.754533290863037,-4.386666774749756
1001,1001,0,1,3.6013102531433105,-4.143548965454102
1002,1002,0,0,3.147824287414551,-3.618893623352051
1003,1003,0,0,3.7865939140319824,-4.455639839172363
1004,1004,0,1,0.49865126609802246,-0.5100154876708984
1005,1005,0,0,3.270313262939453,-3.601198434829712
1006,1006,0,0,3.736124038696289,-4.385464668273926
1007,1007,1,1,-0.7884155511856079,0.8102784156799316
1008,1008,0,0,1.1874046325683594,-1.3241736888885498
1009,1009,0,1,3.707700729370117,-4.289771556854248
1010,1010,0,0,2.595916271209717,-2.8467507362365723
1011,1011,0,0,2.0717344284057617,-2.586887836456299
1012,1012,1,1,-3.501913547515869,4.332334995269775
1013,1013,1,0,-0.5235902667045593,0.63618004322052
1014,1014,0,0,3.9234836101531982,-4.62827730178833
1015,1015,0,0,3.841672897338867,-4.512933731079102
1016,1016,0,0,2.795534133911133,-3.090590000152588
1017,1017,0,0,3.222869396209717,-3.589263439178467
1018,1018,1,1,-3.783975124359131,4.608777046203613
1019,1019,1,1,-2.253746271133423,2.711327314376831
1020,1020,0,1,1.302398443222046,-1.3645119667053223
1021,1021,1,1,-3.5534377098083496,4.27944278717041
1022,1022,0,0,3.2387404441833496,-3.834486246109009
1023,1023,0,0,3.984358310699463,-4.675302505493164
1024,1024,0,0,3.7960941791534424,-4.418342590332031
1025,1025,0,0,4.029348373413086,-4.7237043380737305
1026,1026,0,0,3.589141368865967,-4.14632511138916
1027,1027,0,0,3.651378631591797,-4.137343406677246
1028,1028,1,1,-2.7652158737182617,3.238626718521118
1029,1029,0,0,0.17647306621074677,-0.1370069831609726
1030,1030,0,0,0.597592294216156,-0.5603762269020081
1031,1031,0,0,1.978538990020752,-2.225546360015869
1032,1032,0,0,3.706479787826538,-4.324700832366943
1033,1033,0,0,2.4268364906311035,-2.7071523666381836
1034,1034,0,0,3.3728532791137695,-3.9398951530456543
1035,1035,0,1,1.7720626592636108,-1.838864803314209
1036,1036,1,1,-2.7673749923706055,3.2790229320526123
1037,1037,0,0,3.2960572242736816,-3.8960070610046387
1038,1038,0,0,3.178528308868408,-3.718120574951172
1039,1039,1,1,-0.15929724276065826,0.16086918115615845
1040,1040,0,0,3.480747699737549,-4.042370796203613
1041,1041,1,1,-3.4836552143096924,4.20891809463501
1042,1042,0,0,3.277660846710205,-3.735311508178711
1043,1043,0,1,0.7241331934928894,-0.6953842043876648
1044,1044,0,0,3.7807724475860596,-4.485384464263916
1045,1045,0,0,2.8657498359680176,-3.2245140075683594
1046,1046,1,0,-2.789837121963501,3.195054531097412
1047,1047,0,0,1.1180026531219482,-1.146545648574829
1048,1048,0,0,3.17414927482605,-3.633183002471924
1049,1049,0,0,1.422003984451294,-1.467925786972046
1050,1050,1,0,-1.3388688564300537,1.6726127862930298
1051,1051,0,0,3.112748384475708,-3.55497145652771
1052,1052,1,1,-3.1994106769561768,3.9293999671936035
1053,1053,0,0,3.698836326599121,-4.350399017333984
1054,1054,0,0,3.7544853687286377,-4.335890769958496
1055,1055,0,0,3.2657647132873535,-3.6928787231445312
1056,1056,0,0,3.546138286590576,-4.137540817260742
1057,1057,0,1,2.773975372314453,-3.0205729007720947
1058,1058,0,0,3.424459457397461,-3.910987377166748
1059,1059,1,1,-3.7468132972717285,4.548490524291992
1060,1060,0,0,3.956605911254883,-4.620976448059082
1061,1061,1,0,0.046162720769643784,0.05995701998472214
1062,1062,0,0,3.543334484100342,-4.134515762329102
1063,1063,0,0,1.9981439113616943,-2.217339038848877
1064,1064,0,1,1.408757209777832,-1.5320991277694702
1065,1065,1,1,-3.512418746948242,4.2075629234313965
1066,1066,0,0,3.8516972064971924,-4.602119445800781
1067,1067,1,1,-0.17506259679794312,0.3325294852256775
1068,1068,1,1,-3.682034492492676,4.5128374099731445
1069,1069,0,0,3.647317409515381,-4.24161434173584
1070,1070,0,0,3.6529924869537354,-4.245148181915283
1071,1071,0,0,3.3688955307006836,-3.831523895263672
1072,1072,0,0,2.155918598175049,-2.259835958480835
1073,1073,0,0,3.5922317504882812,-4.146007537841797
1074,1074,0,0,2.368758201599121,-2.564995050430298
1075,1075,0,0,3.748706340789795,-4.419900417327881
1076,1076,1,0,-1.5121502876281738,1.7891179323196411
1077,1077,0,0,2.866506576538086,-3.1993703842163086
1078,1078,0,1,1.8340362310409546,-1.8606103658676147
1079,1079,0,0,3.8517684936523438,-4.571159362792969
1080,1080,0,1,1.4087773561477661,-1.5351574420928955
1081,1081,0,0,2.9092984199523926,-3.3848118782043457
1082,1082,0,0,3.388209342956543,-3.889242649078369
1083,1083,0,0,1.0128767490386963,-1.1080737113952637
1084,1084,0,0,3.6642861366271973,-4.252571105957031
1085,1085,0,0,3.043783187866211,-3.3982346057891846
1086,1086,0,0,3.4281675815582275,-4.149318695068359
1087,1087,0,0,2.659611225128174,-2.863223075866699
1088,1088,0,0,2.553105115890503,-2.718902587890625
1089,1089,0,0,3.7881298065185547,-4.407719612121582
1090,1090,1,1,-1.0285634994506836,1.153123378753662
1091,1091,1,1,-2.3180673122406006,2.6352689266204834
1092,1092,1,1,-2.0789523124694824,2.410578966140747
1093,1093,0,0,3.4851198196411133,-3.9985620975494385
1094,1094,0,0,2.907473564147949,-3.2801644802093506
1095,1095,0,1,2.910356044769287,-3.218806743621826
1096,1096,1,1,-3.7564151287078857,4.527225494384766
1097,1097,0,0,2.385671615600586,-2.6626601219177246
1098,1098,0,1,0.07153768092393875,-0.12186919152736664
1099,1099,0,1,3.0842742919921875,-3.4687089920043945
1100,1100,0,1,2.394028902053833,-2.6922109127044678
1101,1101,0,0,3.082172393798828,-3.53415584564209
1102,1102,1,1,-3.744814872741699,4.567090034484863
1103,1103,1,1,-3.704869508743286,4.569735527038574
1104,1104,0,0,3.741847038269043,-4.4036784172058105
1105,1105,1,1,-3.365050792694092,4.095107555389404
1106,1106,1,1,-3.1766915321350098,3.7443807125091553
1107,1107,0,0,3.383007764816284,-3.925175666809082
1108,1108,0,1,1.6351640224456787,-1.8430508375167847
1109,1109,1,1,-3.435857057571411,4.134506702423096
1110,1110,0,0,3.912576675415039,-4.585846424102783
1111,1111,1,0,-2.004795551300049,2.3655385971069336
1112,1112,0,1,0.5212407112121582,-0.3286420404911041
1113,1113,0,0,3.9175658226013184,-4.568693161010742
1114,1114,0,0,3.867368698120117,-4.605033874511719
1115,1115,0,0,3.6869795322418213,-4.246078014373779
1116,1116,0,0,2.2291479110717773,-2.344147205352783
1117,1117,1,1,-3.3845479488372803,4.074481964111328
1118,1118,0,0,3.879660129547119,-4.406754016876221
1119,1119,1,0,-2.3633623123168945,2.852147102355957
1120,1120,1,1,-0.39553284645080566,0.47736856341362
1121,1121,1,1,-3.007498264312744,3.733448028564453
1122,1122,0,0,3.955052375793457,-4.695986747741699
1123,1123,1,1,-2.2801644802093506,2.742919921875
1124,1124,0,0,3.6891636848449707,-4.229243755340576
1125,1125,1,1,-3.518491744995117,4.259794235229492
1126,1126,0,0,2.0541675090789795,-2.233524799346924
1127,1127,0,1,1.4474210739135742,-1.507951259613037
1128,1128,0,0,2.9836652278900146,-3.5114874839782715
1129,1129,0,0,3.576766014099121,-4.129118919372559
1130,1130,0,0,0.08370616286993027,-0.18582192063331604
1131,1131,0,0,3.7086668014526367,-4.310606956481934
1132,1132,0,0,3.940213441848755,-4.624301910400391
1133,1133,1,1,-3.6377437114715576,4.4334001541137695
1134,1134,0,1,0.6071851253509521,-0.6757664680480957
1135,1135,0,0,3.8134632110595703,-4.452547073364258
1136,1136,0,0,3.8486270904541016,-4.6173553466796875
1137,1137,0,0,3.701382875442505,-4.3078293800354
1138,1138,0,0,3.7220895290374756,-4.300602912902832
1139,1139,0,0,3.861151933670044,-4.639365196228027
1140,1140,1,1,-1.2814652919769287,1.570335865020752
1141,1141,0,0,3.5748109817504883,-4.207857131958008
1142,1142,0,0,1.8992516994476318,-2.0874345302581787
1143,1143,0,0,2.1774606704711914,-2.4036922454833984
1144,1144,0,0,1.1915171146392822,-1.2218458652496338
1145,1145,0,0,3.2556071281433105,-3.6651339530944824
1146,1146,0,0,0.5060352087020874,-0.512682318687439
1147,1147,0,0,3.77249813079834,-4.442123889923096
1148,1148,0,1,3.129025936126709,-3.6015172004699707
1149,1149,0,0,3.8438634872436523,-4.397647857666016
1150,1150,1,1,-2.950909376144409,3.5173892974853516
1151,1151,0,0,3.355304002761841,-3.8200795650482178
1152,1152,0,0,1.2624914646148682,-1.2936190366744995
1153,1153,0,0,3.5785915851593018,-4.077417373657227
1154,1154,0,0,3.6865196228027344,-4.30628776550293
1155,1155,1,1,-3.558661937713623,4.3285017013549805
1156,1156,1,1,-3.4981484413146973,4.226130962371826
1157,1157,1,0,-0.23830057680606842,0.28289926052093506
1158,1158,0,0,3.6319403648376465,-4.186837673187256
1159,1159,0,0,2.884723663330078,-3.2059645652770996
1160,1160,0,0,2.4649202823638916,-2.74838924407959
1161,1161,0,0,1.498705267906189,-1.4642075300216675
1162,1162,0,0,3.765007972717285,-4.380967617034912
1163,1163,0,0,3.6886239051818848,-4.335901260375977
1164,1164,0,1,1.6006402969360352,-1.6362255811691284
1165,1165,0,0,3.469452142715454,-3.957084894180298
1166,1166,1,0,-1.8211283683776855,2.162590503692627
1167,1167,1,1,-3.4678916931152344,4.216385841369629
1168,1168,0,0,1.9161262512207031,-1.9421799182891846
1169,1169,0,0,3.833489418029785,-4.495476245880127
1170,1170,0,0,2.2515838146209717,-2.5294103622436523
1171,1171,0,0,3.0004091262817383,-3.414679765701294
1172,1172,0,0,2.719449758529663,-3.2771267890930176
1173,1173,0,0,3.779911994934082,-4.362872123718262
1174,1174,0,0,1.4527475833892822,-1.5217382907867432
1175,1175,1,1,-2.572524070739746,3.039088249206543
1176,1176,0,0,2.3381271362304688,-2.428961753845215
1177,1177,0,0,3.3434720039367676,-3.9787867069244385
1178,1178,1,1,-1.249876618385315,1.4600498676300049
1179,1179,0,0,3.9659228324890137,-4.6427788734436035
1180,1180,1,1,-2.777714252471924,3.299140453338623
1181,1181,0,0,3.5234665870666504,-4.144721031188965
1182,1182,0,0,3.8776283264160156,-4.5298261642456055
1183,1183,0,0,3.6704249382019043,-4.282062530517578
1184,1184,0,0,3.226393699645996,-3.6717822551727295
1185,1185,0,1,2.537689208984375,-2.7830116748809814
1186,1186,1,1,-3.3353097438812256,4.0538434982299805
1187,1187,0,0,3.6123270988464355,-4.0531840324401855
1188,1188,0,0,0.09795300662517548,0.02427975833415985
1189,1189,1,1,-3.719900608062744,4.524078369140625
1190,1190,0,1,1.6991262435913086,-1.964635968208313
1191,1191,0,0,3.9361634254455566,-4.656879425048828
1192,1192,1,0,-0.33194470405578613,0.37954843044281006
1193,1193,0,0,3.7937450408935547,-4.411159515380859
1194,1194,0,0,3.7896728515625,-4.410277366638184
1195,1195,0,0,3.3478963375091553,-3.8983378410339355
1196,1196,0,0,3.898953437805176,-4.611625671386719
1197,1197,0,0,2.981074810028076,-3.45853853225708
1198,1198,0,0,3.5622129440307617,-4.1673760414123535
1199,1199,0,0,3.623598575592041,-4.210403919219971
1200,1200,0,0,2.501598596572876,-2.844306230545044
1201,1201,0,0,2.8904409408569336,-3.192582845687866
1202,1202,0,0,3.7569308280944824,-4.338304042816162
1203,1203,0,0,3.558103084564209,-4.125149726867676
1204,1204,1,1,-2.999514579772949,3.5297138690948486
1205,1205,0,0,3.7120718955993652,-4.318121910095215
1206,1206,0,0,3.290574073791504,-3.799105405807495
1207,1207,0,0,3.037057638168335,-3.465576171875
1208,1208,0,0,0.6732683777809143,-0.5741943120956421
1209,1209,0,0,3.694826602935791,-4.267627716064453
1210,1210,0,0,1.7921934127807617,-1.883522391319275
1211,1211,1,1,-3.0921478271484375,3.7132742404937744
1212,1212,1,1,-0.8126259446144104,0.8942721486091614
1213,1213,0,0,3.813969612121582,-4.4200053215026855
1214,1214,0,1,2.402379035949707,-2.641115665435791
1215,1215,0,1,1.6723254919052124,-1.7729175090789795
1216,1216,0,0,3.9303436279296875,-4.643766403198242
1217,1217,0,0,2.9551429748535156,-3.298619270324707
1218,1218,0,0,3.362165927886963,-3.80782413482666
1219,1219,1,0,-1.6687970161437988,1.93043851852417
1220,1220,0,0,1.8770878314971924,-2.0894947052001953
1221,1221,0,0,3.7381749153137207,-4.261850357055664
1222,1222,1,1,-3.737393856048584,4.567648887634277
1223,1223,1,1,-2.596069812774658,3.1796913146972656
1224,1224,1,0,-0.2212609201669693,0.3099386394023895
1225,1225,1,1,-3.781264066696167,4.620462417602539
1226,1226,0,0,2.612245559692383,-2.9714555740356445
1227,1227,1,1,-3.4139533042907715,4.11765193939209
1228,1228,0,0,3.780804395675659,-4.440179824829102
1229,1229,1,0,-0.9161761403083801,1.1364548206329346
1230,1230,0,0,3.225066661834717,-3.7039804458618164
1231,1231,0,0,3.634065628051758,-4.197000980377197
1232,1232,0,0,3.281755208969116,-3.781418800354004
1233,1233,1,1,-2.5983078479766846,3.0631213188171387
1234,1234,0,0,3.996891498565674,-4.692525386810303
1235,1235,1,1,-2.8093018531799316,3.3108880519866943
1236,1236,0,0,3.9494099617004395,-4.616583347320557
1237,1237,1,1,-3.2935640811920166,3.9887518882751465
1238,1238,0,0,3.8232598304748535,-4.442453384399414
1239,1239,1,1,-3.6622138023376465,4.478298664093018
1240,1240,0,0,3.4244112968444824,-3.9511518478393555
1241,1241,1,1,-3.671520709991455,4.573142051696777
1242,1242,0,0,2.0171308517456055,-2.1959786415100098
1243,1243,0,1,2.0197911262512207,-2.200035810470581
1244,1244,1,1,-3.3721089363098145,4.072361946105957
1245,1245,0,0,3.8903002738952637,-4.55143404006958
1246,1246,0,0,3.694061756134033,-4.351193428039551
1247,1247,0,0,3.8509154319763184,-4.480049133300781
1248,1248,1,1,-2.0835046768188477,2.467357873916626
1249,1249,0,0,1.6869792938232422,-1.810534954071045
1250,1250,0,1,0.13155131042003632,-0.13693279027938843
1251,1251,1,1,-2.600116729736328,3.1623005867004395
1252,1252,1,0,-3.1301093101501465,3.77759051322937
1253,1253,0,0,3.0920510292053223,-3.571061611175537
1254,1254,1,1,-3.024096965789795,3.615077018737793
1255,1255,0,0,3.689528465270996,-4.341875076293945
1256,1256,0,0,3.5285892486572266,-4.066623687744141
1257,1257,0,1,2.7737536430358887,-3.1366281509399414
1258,1258,1,1,-3.7414095401763916,4.638937950134277
1259,1259,0,0,3.5972790718078613,-4.2381134033203125
1260,1260,1,1,-1.76680326461792,2.0644922256469727
1261,1261,0,0,3.160862445831299,-3.629673957824707
1262,1262,0,0,3.0272459983825684,-3.4419097900390625
1263,1263,0,1,0.7031282186508179,-0.7226846814155579
1264,1264,0,0,3.772643566131592,-4.3451642990112305
1265,1265,0,0,3.8199715614318848,-4.398505210876465
1266,1266,0,0,3.965440034866333,-4.675786018371582
1267,1267,1,1,-3.6354331970214844,4.470085144042969
1268,1268,0,0,3.8084516525268555,-4.422546863555908
1269,1269,0,0,3.632019519805908,-4.248685836791992
1270,1270,0,0,3.661459445953369,-4.224815845489502
1271,1271,0,0,3.5558648109436035,-4.141369819641113
1272,1272,0,0,3.5774545669555664,-4.130455017089844
1273,1273,0,0,3.708221435546875,-4.316579818725586
1274,1274,0,0,3.277231216430664,-3.763090133666992
1275,1275,1,1,-1.8055663108825684,2.099651336669922
1276,1276,1,1,-3.6646535396575928,4.428954601287842
1277,1277,0,0,3.75042462348938,-4.308368682861328
1278,1278,1,0,-1.5656683444976807,1.8313627243041992
1279,1279,0,0,0.2058030366897583,-0.11581175774335861
1280,1280,1,1,-0.44948065280914307,0.5069120526313782
1281,1281,0,0,3.850759983062744,-4.5069580078125
1282,1282,0,0,3.7294626235961914,-4.287899494171143
1283,1283,1,0,-1.7482523918151855,2.0337791442871094
1284,1284,0,0,3.8449740409851074,-4.488959789276123
1285,1285,0,0,3.601994276046753,-4.183942794799805
1286,1286,0,0,3.2610268592834473,-3.713827133178711
1287,1287,0,0,3.6006081104278564,-4.146164417266846
1288,1288,0,0,3.825727939605713,-4.446889877319336
1289,1289,0,0,3.9030089378356934,-4.561614513397217
1290,1290,0,1,1.942049503326416,-2.1140637397766113
1291,1291,0,0,1.7240768671035767,-2.073941707611084
1292,1292,1,1,-3.8052122592926025,4.607471466064453
1293,1293,0,0,3.5160481929779053,-4.071233749389648
1294,1294,1,0,-0.46246337890625,0.6315918564796448
1295,1295,1,1,-2.7156639099121094,3.331339120864868
1296,1296,0,0,3.930169105529785,-4.596210956573486
1297,1297,0,0,3.659726858139038,-4.2156548500061035
1298,1298,0,0,3.8256702423095703,-4.448966026306152
1299,1299,0,0,2.8567585945129395,-3.222203493118286
1300,1300,0,0,3.9682419300079346,-4.622237205505371
1301,1301,0,0,2.690054416656494,-3.071502685546875
1302,1302,0,0,3.8188233375549316,-4.414130687713623
1303,1303,0,0,0.07998865097761154,-0.17084260284900665
1304,1304,0,1,2.148564338684082,-2.3596889972686768
1305,1305,0,0,3.5689477920532227,-4.146598815917969
1306,1306,1,1,-0.4011628031730652,0.5750334858894348
1307,1307,0,0,3.9435691833496094,-4.712035179138184
1308,1308,0,0,3.226876974105835,-3.7237045764923096
1309,1309,0,0,3.7567520141601562,-4.454789161682129
1310,1310,0,0,2.660513162612915,-2.844780445098877
1311,1311,1,1,-2.9552571773529053,3.4944210052490234
1312,1312,0,0,3.4407448768615723,-3.928354263305664
1313,1313,0,0,2.365675926208496,-2.631864309310913
1314,1314,1,1,-2.972451686859131,3.5371198654174805
1315,1315,0,0,2.671746253967285,-2.9102234840393066
1316,1316,0,0,3.8301711082458496,-4.435370922088623
1317,1317,0,0,3.7097511291503906,-4.312608242034912
1318,1318,0,0,1.8698952198028564,-2.001465320587158
1319,1319,0,0,0.6789482831954956,-0.7055551409721375
1320,1320,0,0,1.4131731986999512,-1.4021694660186768
1321,1321,0,1,2.6127614974975586,-2.890164852142334
1322,1322,0,0,3.7984097003936768,-4.5137529373168945
1323,1323,0,0,3.7433524131774902,-4.351963520050049
1324,1324,0,0,3.122304916381836,-3.5899157524108887
1325,1325,0,0,3.5662484169006348,-4.127985000610352
1326,1326,1,0,-0.35905104875564575,0.39673182368278503
1327,1327,0,0,1.937185287475586,-2.2037227153778076
1328,1328,0,0,0.65474534034729,-0.6309818625450134
1329,1329,0,0,3.532388687133789,-4.127209186553955
1330,1330,1,0,-0.4274531602859497,0.4020030200481415
1331,1331,0,0,3.8775508403778076,-4.602337837219238
1332,1332,0,0,2.4877285957336426,-2.8390378952026367
1333,1333,0,1,0.7436907291412354,-0.7862452864646912
1334,1334,1,1,-3.5222768783569336,4.3544020652771
1335,1335,1,1,-2.2437405586242676,2.6302437782287598
1336,1336,0,0,3.965212821960449,-4.66683292388916
1337,1337,0,0,1.993714690208435,-2.1124162673950195
1338,1338,1,1,-3.643685817718506,4.4371514320373535
1339,1339,1,1,-3.4532971382141113,4.2634077072143555
1340,1340,0,1,3.378246307373047,-3.7474968433380127
1341,1341,0,1,2.6701176166534424,-2.919394016265869
1342,1342,1,0,-1.5933523178100586,1.9236277341842651
1343,1343,0,0,3.1974477767944336,-3.609919548034668
1344,1344,0,0,3.422032117843628,-3.9436936378479004
1345,1345,0,0,2.733623504638672,-3.1095986366271973
1346,1346,1,1,-0.827494740486145,0.9474231600761414
1347,1347,0,0,0.21445517241954803,-0.34551846981048584
1348,1348,1,1,-3.5525221824645996,4.343648910522461
1349,1349,0,0,3.4376158714294434,-4.000519275665283
1350,1350,0,0,2.441087245941162,-2.841658592224121
1351,1351,0,0,3.202021837234497,-3.7903501987457275
1352,1352,0,0,1.8414678573608398,-2.0253443717956543
1353,1353,0,0,2.5968003273010254,-2.893761157989502
1354,1354,0,0,3.375300884246826,-3.83370041847229
1355,1355,0,0,3.7781760692596436,-4.488541603088379
1356,1356,0,0,3.631455898284912,-4.197995185852051
1357,1357,1,1,-3.3147549629211426,4.027395248413086
1358,1358,0,1,3.9161911010742188,-4.610628128051758
1359,1359,0,0,3.4562125205993652,-3.9458138942718506
1360,1360,0,0,3.6264424324035645,-4.24094820022583
1361,1361,0,0,3.8844966888427734,-4.52474308013916
1362,1362,1,1,-2.004880905151367,2.249124526977539
1363,1363,0,0,3.568760871887207,-4.100490570068359
1364,1364,1,0,-3.539090156555176,4.302070140838623
1365,1365,0,0,1.3882240056991577,-1.5043797492980957
1366,1366,0,0,3.9114794731140137,-4.581516265869141
1367,1367,0,0,2.0314903259277344,-2.1117913722991943
1368,1368,0,0,3.3344576358795166,-3.8691766262054443
1369,1369,0,0,3.4915590286254883,-4.083098411560059
1370,1370,0,0,1.5256123542785645,-1.6998436450958252
1371,1371,0,1,1.730299711227417,-1.824572205543518
1372,1372,0,0,3.709500789642334,-4.322858810424805
1373,1373,1,1,-1.6242302656173706,1.9007227420806885
1374,1374,0,0,3.474574565887451,-3.9594321250915527
1375,1375,1,1,-3.4623115062713623,4.150907039642334
1376,1376,1,1,-1.2196561098098755,1.363196611404419
1377,1377,0,0,3.778439521789551,-4.406375408172607
1378,1378,0,0,3.8016257286071777,-4.448694229125977
1379,1379,0,0,2.201112985610962,-2.445115089416504
1380,1380,1,1,-3.5810165405273438,4.315871715545654
1381,1381,0,0,3.5968017578125,-4.270122051239014
1382,1382,1,1,-3.5263619422912598,4.326723575592041
1383,1383,0,0,3.8439602851867676,-4.550731658935547
1384,1384,1,1,-3.129899501800537,3.760585308074951
1385,1385,0,1,0.5899617671966553,-0.5346617102622986
1386,1386,0,0,2.0329041481018066,-2.1681673526763916
1387,1387,1,1,-0.3307742178440094,0.3305415213108063
1388,1388,1,1,-1.5849072933197021,1.7595802545547485
1389,1389,0,0,3.851384162902832,-4.439962387084961
1390,1390,0,0,3.8838484287261963,-4.460177421569824
1391,1391,0,0,2.3228378295898438,-2.6394600868225098
1392,1392,0,0,3.0440258979797363,-3.4852294921875
1393,1393,0,0,2.266707420349121,-2.786707639694214
1394,1394,0,1,2.7939438819885254,-3.2345290184020996
1395,1395,0,0,3.858609199523926,-4.484870910644531
1396,1396,0,0,3.4579882621765137,-4.0195512771606445
1397,1397,0,0,3.4576101303100586,-4.052159309387207
1398,1398,0,0,3.396894693374634,-3.8087689876556396
1399,1399,0,0,1.6158382892608643,-1.7270456552505493
1400,1400,0,0,1.9696834087371826,-2.115561008453369
1401,1401,0,0,3.5799074172973633,-4.161709785461426
1402,1402,0,0,3.4006991386413574,-3.9479050636291504
1403,1403,0,0,3.704436779022217,-4.301257610321045
1404,1404,0,0,3.4333763122558594,-3.8548483848571777
1405,1405,0,0,3.695605516433716,-4.186812400817871
1406,1406,0,0,3.516669273376465,-4.072554588317871
1407,1407,0,0,3.739908218383789,-4.341221332550049
1408,1408,0,0,1.1824053525924683,-1.1594083309173584
1409,1409,0,0,3.701478958129883,-4.274404048919678
1410,1410,1,1,-3.3827245235443115,4.077510833740234
1411,1411,0,0,3.137495517730713,-3.5009078979492188
1412,1412,0,0,3.7797389030456543,-4.4155426025390625
1413,1413,0,0,1.510617733001709,-1.7025103569030762
1414,1414,0,0,3.6954617500305176,-4.305253982543945
1415,1415,0,0,3.824782133102417,-4.419122695922852
1416,1416,0,1,2.104008674621582,-2.233098030090332
1417,1417,0,0,3.7735958099365234,-4.402109146118164
1418,1418,0,0,3.96671199798584,-4.61671257019043
1419,1419,0,0,2.7939438819885254,-3.2345290184020996
1420,1420,0,0,0.8360679149627686,-0.9005275964736938
1421,1421,0,0,3.549238681793213,-4.130794525146484
1422,1422,0,0,3.150804281234741,-3.5125012397766113
1423,1423,0,0,3.1604983806610107,-3.5972955226898193
1424,1424,0,0,0.45861193537712097,-0.4650464951992035
1425,1425,0,0,3.3559441566467285,-3.8223273754119873
1426,1426,0,0,3.5388102531433105,-4.079741954803467
1427,1427,0,0,3.4032950401306152,-3.915027618408203
1428,1428,0,0,3.3498315811157227,-3.9014511108398438
1429,1429,0,0,3.310945749282837,-3.6933507919311523
1430,1430,0,0,3.5902910232543945,-4.140730381011963
1431,1431,0,1,2.28574538230896,-2.421576976776123
1432,1432,0,0,0.8076215982437134,-0.9703075289726257
1433,1433,0,0,2.337256908416748,-2.6099987030029297
1434,1434,0,0,3.759040355682373,-4.375332355499268
1435,1435,0,0,3.474703311920166,-4.044705867767334
1436,1436,0,0,1.7968283891677856,-1.7998883724212646
1437,1437,0,0,0.9585110545158386,-1.0261831283569336
1438,1438,0,0,2.122163772583008,-2.250519275665283
1439,1439,0,0,3.7039098739624023,-4.32466983795166
1440,1440,0,0,3.396303415298462,-3.9380042552948
1441,1441,0,0,3.649080753326416,-4.249483585357666
1442,1442,0,0,3.3156895637512207,-3.7831552028656006
1443,1443,1,0,-0.7193514108657837,0.7447099089622498
1444,1444,0,0,3.372465133666992,-3.8813915252685547
1445,1445,0,0,3.8340952396392822,-4.476778030395508
1446,1446,0,0,3.264458417892456,-3.6985177993774414
1447,1447,0,0,3.0278592109680176,-3.435842990875244
1448,1448,0,0,3.0714797973632812,-3.6081502437591553
1449,1449,0,0,3.007272243499756,-3.527676582336426
1450,1450,0,0,2.1626665592193604,-2.3658957481384277
1451,1451,0,0,3.523332118988037,-4.115070343017578
1452,1452,0,0,4.016608238220215,-4.747093200683594
1453,1453,0,0,3.8129336833953857,-4.49921989440918
